user;action;timestamp
41;K;10/03/2017 13:25:41
41;K;11/03/2017 13:25:41
41;K;12/03/2017 13:25:41
41;K;13/03/2017 13:25:41
41;K;14/03/2017 13:25:41
41;K;15/03/2017 13:25:41
41;K;16/03/2017 13:25:41
41;K;17/03/2017 13:25:41
41;K;18/03/2017 13:25:41
41;K;19/03/2017 13:25:41
41;K;20/03/2017 13:25:41
41;K;21/03/2017 13:25:41
41;K;22/03/2017 13:25:41
41;K;23/03/2017 13:25:41
41;K;24/03/2017 13:25:41
41;K;25/03/2017 13:25:41
41;K;26/03/2017 13:25:41
42;K;27/03/2017 13:25:41
42;K;28/03/2017 13:25:41
42;K;29/03/2017 13:25:41
42;K;30/03/2017 13:25:41
42;K;31/03/2017 13:25:41
42;K;01/04/2017 13:25:41
42;K;02/04/2017 13:25:41
42;K;03/04/2017 13:25:41
42;K;04/04/2017 13:25:41
42;K;05/04/2017 13:25:41
42;K;06/04/2017 13:25:41
42;K;07/04/2017 13:25:41
42;K;08/04/2017 13:25:41
42;K;09/04/2017 13:25:41
42;K;10/04/2017 13:25:41
42;K;11/04/2017 13:25:41
42;K;12/04/2017 13:25:41
42;K;13/04/2017 13:25:41
42;K;14/04/2017 13:25:41
42;K;15/04/2017 13:25:41
43;K;16/04/2017 13:25:41
43;K;17/04/2017 13:25:41
43;K;18/04/2017 13:25:41
43;K;19/04/2017 13:25:41
43;K;20/04/2017 13:25:41
43;K;21/04/2017 13:25:41
43;K;22/04/2017 13:25:41
43;K;23/04/2017 13:25:41
43;K;24/04/2017 13:25:41
43;K;25/04/2017 13:25:41
43;K;26/04/2017 13:25:41
43;K;27/04/2017 13:25:41
43;K;28/04/2017 13:25:41
43;K;29/04/2017 13:25:41
43;K;30/04/2017 13:25:41
43;K;01/05/2017 13:25:41
43;K;02/05/2017 13:25:41
43;K;03/05/2017 13:25:41
43;K;04/05/2017 13:25:41
43;K;05/05/2017 13:25:41
44;K;06/05/2017 13:25:41
44;K;07/05/2017 13:25:41
44;K;08/05/2017 13:25:41
44;K;09/05/2017 13:25:41
44;K;10/05/2017 13:25:41
44;K;11/05/2017 13:25:41
44;K;12/05/2017 13:25:41
44;K;13/05/2017 13:25:41
44;K;14/05/2017 13:25:41
44;K;15/05/2017 13:25:41
44;K;16/05/2017 13:25:41
44;K;17/05/2017 13:25:41
44;K;18/05/2017 13:25:41
44;K;19/05/2017 13:25:41
44;K;20/05/2017 13:25:41
44;K;21/05/2017 13:25:41
44;K;22/05/2017 13:25:41
44;K;23/05/2017 13:25:41
44;K;24/05/2017 13:25:41
44;K;25/05/2017 13:25:41
45;K;26/05/2017 13:25:41
45;K;27/05/2017 13:25:41
45;K;28/05/2017 13:25:41
45;K;29/05/2017 13:25:41
45;K;30/05/2017 13:25:41
45;K;31/05/2017 13:25:41
45;K;01/06/2017 13:25:41
45;K;02/06/2017 13:25:41
45;K;03/06/2017 13:25:41
45;K;04/06/2017 13:25:41
45;K;05/06/2017 13:25:41
45;K;06/06/2017 13:25:41
45;K;07/06/2017 13:25:41
45;K;08/06/2017 13:25:41
45;K;09/06/2017 13:25:41
45;K;10/06/2017 13:25:41
45;K;11/06/2017 13:25:41
45;K;12/06/2017 13:25:41
45;K;13/06/2017 13:25:41
45;K;14/06/2017 13:25:41
46;K;15/06/2017 13:25:41
46;K;16/06/2017 13:25:41
46;K;17/06/2017 13:25:41
46;K;18/06/2017 13:25:41
46;K;19/06/2017 13:25:41
46;K;20/06/2017 13:25:41
46;K;21/06/2017 13:25:41
46;K;22/06/2017 13:25:41
46;K;23/06/2017 13:25:41
46;K;24/06/2017 13:25:41
46;K;25/06/2017 13:25:41
46;K;26/06/2017 13:25:41
46;K;27/06/2017 13:25:41
46;K;28/06/2017 13:25:41
46;K;29/06/2017 13:25:41
46;K;30/06/2017 13:25:41
46;K;01/07/2017 13:25:41
46;K;02/07/2017 13:25:41
46;K;03/07/2017 13:25:41
46;K;04/07/2017 13:25:41
47;K;05/07/2017 13:25:41
47;K;06/07/2017 13:25:41
47;K;07/07/2017 13:25:41
47;K;08/07/2017 13:25:41
47;K;09/07/2017 13:25:41
47;K;10/07/2017 13:25:41
47;K;11/07/2017 13:25:41
47;K;12/07/2017 13:25:41
47;K;13/07/2017 13:25:41
47;K;14/07/2017 13:25:41
47;K;15/07/2017 13:25:41
47;K;16/07/2017 13:25:41
47;K;17/07/2017 13:25:41
47;K;18/07/2017 13:25:41
47;K;19/07/2017 13:25:41
47;K;20/07/2017 13:25:41
47;K;21/07/2017 13:25:41
47;K;22/07/2017 13:25:41
47;K;23/07/2017 13:25:41
47;K;24/07/2017 13:25:41
48;K;25/07/2017 13:25:41
48;K;26/07/2017 13:25:41
48;K;27/07/2017 13:25:41
48;K;28/07/2017 13:25:41
48;K;29/07/2017 13:25:41
48;K;30/07/2017 13:25:41
48;K;31/07/2017 13:25:41
48;K;01/08/2017 13:25:41
48;K;02/08/2017 13:25:41
48;K;03/08/2017 13:25:41
48;K;04/08/2017 13:25:41
48;K;05/08/2017 13:25:41
48;K;06/08/2017 13:25:41
48;K;07/08/2017 13:25:41
48;K;08/08/2017 13:25:41
48;K;09/08/2017 13:25:41
48;K;10/08/2017 13:25:41
48;K;11/08/2017 13:25:41
48;K;12/08/2017 13:25:41
48;K;13/08/2017 13:25:41
49;K;14/08/2017 13:25:41
49;K;15/08/2017 13:25:41
49;K;16/08/2017 13:25:41
49;K;17/08/2017 13:25:41
49;K;18/08/2017 13:25:41
49;K;19/08/2017 13:25:41
49;K;20/08/2017 13:25:41
49;K;21/08/2017 13:25:41
49;K;22/08/2017 13:25:41
49;K;23/08/2017 13:25:41
49;K;24/08/2017 13:25:41
49;K;25/08/2017 13:25:41
49;K;26/08/2017 13:25:41
49;K;27/08/2017 13:25:41
49;K;28/08/2017 13:25:41
49;K;29/08/2017 13:25:41
49;K;30/08/2017 13:25:41
49;K;31/08/2017 13:25:41
49;K;01/09/2017 13:25:41
49;K;02/09/2017 13:25:41
50;K;03/09/2017 13:25:41
50;K;04/09/2017 13:25:41
50;K;05/09/2017 13:25:41
50;K;06/09/2017 13:25:41
50;K;07/09/2017 13:25:41
50;K;08/09/2017 13:25:41
50;K;09/09/2017 13:25:41
50;K;10/09/2017 13:25:41
50;K;11/09/2017 13:25:41
50;K;12/09/2017 13:25:41
50;K;13/09/2017 13:25:41
50;K;14/09/2017 13:25:41
50;K;15/09/2017 13:25:41
50;K;16/09/2017 13:25:41
50;K;17/09/2017 13:25:41
50;K;18/09/2017 13:25:41
50;K;19/09/2017 13:25:41
50;K;20/09/2017 13:25:41
50;K;21/09/2017 13:25:41
50;K;22/09/2017 13:25:41
51;K;23/09/2017 13:25:41
51;K;24/09/2017 13:25:41
51;K;25/09/2017 13:25:41
51;K;26/09/2017 13:25:41
51;K;27/09/2017 13:25:41
51;K;28/09/2017 13:25:41
51;K;29/09/2017 13:25:41
51;K;30/09/2017 13:25:41
51;K;01/10/2017 13:25:41
51;K;02/10/2017 13:25:41
51;K;03/10/2017 13:25:41
51;K;04/10/2017 13:25:41
51;K;05/10/2017 13:25:41
51;K;06/10/2017 13:25:41
51;K;07/10/2017 13:25:41
51;K;08/10/2017 13:25:41
51;K;09/10/2017 13:25:41
51;K;10/10/2017 13:25:41
51;K;11/10/2017 13:25:41
51;K;12/10/2017 13:25:41
52;K;13/10/2017 13:25:41
52;K;14/10/2017 13:25:41
52;K;15/10/2017 13:25:41
52;K;16/10/2017 13:25:41
52;K;17/10/2017 13:25:41
52;K;18/10/2017 13:25:41
52;K;19/10/2017 13:25:41
52;K;20/10/2017 13:25:41
52;K;21/10/2017 13:25:41
52;K;22/10/2017 13:25:41
52;K;23/10/2017 13:25:41
52;K;24/10/2017 13:25:41
52;K;25/10/2017 13:25:41
52;K;26/10/2017 13:25:41
52;K;27/10/2017 13:25:41
52;K;28/10/2017 13:25:41
52;K;29/10/2017 13:25:41
52;K;30/10/2017 13:25:41
52;K;31/10/2017 13:25:41
52;K;01/11/2017 13:25:41
53;K;02/11/2017 13:25:41
53;K;03/11/2017 13:25:41
53;K;04/11/2017 13:25:41
53;K;05/11/2017 13:25:41
53;K;06/11/2017 13:25:41
53;K;07/11/2017 13:25:41
53;K;08/11/2017 13:25:41
53;K;09/11/2017 13:25:41
53;K;10/11/2017 13:25:41
53;K;11/11/2017 13:25:41
53;K;12/11/2017 13:25:41
53;K;13/11/2017 13:25:41
53;K;14/11/2017 13:25:41
53;K;15/11/2017 13:25:41
53;K;16/11/2017 13:25:41
53;K;17/11/2017 13:25:41
53;K;18/11/2017 13:25:41
53;K;19/11/2017 13:25:41
53;K;20/11/2017 13:25:41
53;K;21/11/2017 13:25:41
54;K;22/11/2017 13:25:41
54;K;23/11/2017 13:25:41
54;K;24/11/2017 13:25:41
54;K;25/11/2017 13:25:41
54;K;26/11/2017 13:25:41
54;K;27/11/2017 13:25:41
54;K;28/11/2017 13:25:41
54;K;29/11/2017 13:25:41
54;K;30/11/2017 13:25:41
54;K;01/12/2017 13:25:41
54;K;02/12/2017 13:25:41
54;K;03/12/2017 13:25:41
54;K;04/12/2017 13:25:41
54;K;05/12/2017 13:25:41
54;K;06/12/2017 13:25:41
54;K;07/12/2017 13:25:41
54;K;08/12/2017 13:25:41
54;K;09/12/2017 13:25:41
54;K;10/12/2017 13:25:41
54;K;11/12/2017 13:25:41
55;K;12/12/2017 13:25:41
55;K;13/12/2017 13:25:41
55;K;14/12/2017 13:25:41
55;K;15/12/2017 13:25:41
55;K;16/12/2017 13:25:41
55;K;17/12/2017 13:25:41
55;K;18/12/2017 13:25:41
55;K;19/12/2017 13:25:41
55;K;20/12/2017 13:25:41
55;K;21/12/2017 13:25:41
55;K;22/12/2017 13:25:41
55;K;23/12/2017 13:25:41
55;K;24/12/2017 13:25:41
55;K;25/12/2017 13:25:41
55;K;26/12/2017 13:25:41
55;K;27/12/2017 13:25:41
55;K;28/12/2017 13:25:41
55;K;29/12/2017 13:25:41
55;K;30/12/2017 13:25:41
55;K;31/12/2017 13:25:41
56;B;01/01/2018 13:25:41
56;B;02/01/2018 13:25:41
56;B;03/01/2018 13:25:41
56;B;04/01/2018 13:25:41
56;B;05/01/2018 13:25:41
56;B;06/01/2018 13:25:41
56;B;07/01/2018 13:25:41
56;B;08/01/2018 13:25:41
56;B;09/01/2018 13:25:41
56;B;10/01/2018 13:25:41
56;B;11/01/2018 13:25:41
56;B;12/01/2018 13:25:41
56;B;13/01/2018 13:25:41
56;B;14/01/2018 13:25:41
56;B;15/01/2018 13:25:41
56;B;16/01/2018 13:25:41
56;B;17/01/2018 13:25:41
56;B;18/01/2018 13:25:41
56;B;19/01/2018 13:25:41
56;B;20/01/2018 13:25:41
57;B;21/01/2018 13:25:41
57;B;22/01/2018 13:25:41
57;B;23/01/2018 13:25:41
57;B;24/01/2018 13:25:41
57;B;25/01/2018 13:25:41
57;B;26/01/2018 13:25:41
57;B;27/01/2018 13:25:41
57;B;28/01/2018 13:25:41
57;B;29/01/2018 13:25:41
57;B;30/01/2018 13:25:41
57;B;31/01/2018 13:25:41
57;B;01/02/2018 13:25:41
57;B;02/02/2018 13:25:41
57;B;03/02/2018 13:25:41
57;B;04/02/2018 13:25:41
57;B;05/02/2018 13:25:41
57;B;06/02/2018 13:25:41
57;B;07/02/2018 13:25:41
57;B;08/02/2018 13:25:41
57;B;09/02/2018 13:25:41
58;B;10/02/2018 13:25:41
58;B;11/02/2018 13:25:41
58;B;12/02/2018 13:25:41
58;B;13/02/2018 13:25:41
58;B;14/02/2018 13:25:41
58;B;15/02/2018 13:25:41
58;B;16/02/2018 13:25:41
58;B;17/02/2018 13:25:41
58;B;18/02/2018 13:25:41
58;B;19/02/2018 13:25:41
58;B;20/02/2018 13:25:41
58;B;21/02/2018 13:25:41
58;B;22/02/2018 13:25:41
58;B;23/02/2018 13:25:41
58;B;24/02/2018 13:25:41
58;B;25/02/2018 13:25:41
58;B;26/02/2018 13:25:41
58;B;27/02/2018 13:25:41
58;B;28/02/2018 13:25:41
58;B;01/03/2018 13:25:41
59;B;02/03/2018 13:25:41
59;B;03/03/2018 13:25:41
59;B;04/03/2018 13:25:41
59;B;05/03/2018 13:25:41
59;B;06/03/2018 13:25:41
59;B;07/03/2018 13:25:41
59;B;08/03/2018 13:25:41
59;B;09/03/2018 13:25:41
59;B;10/03/2018 13:25:41
59;B;11/03/2018 13:25:41
59;B;12/03/2018 13:25:41
59;B;13/03/2018 13:25:41
59;B;14/03/2018 13:25:41
59;B;15/03/2018 13:25:41
59;B;16/03/2018 13:25:41
59;B;17/03/2018 13:25:41
59;B;18/03/2018 13:25:41
59;B;19/03/2018 13:25:41
59;B;20/03/2018 13:25:41
59;B;21/03/2018 13:25:41
60;B;22/03/2018 13:25:41
60;B;23/03/2018 13:25:41
60;B;24/03/2018 13:25:41
60;B;25/03/2018 13:25:41
60;B;26/03/2018 13:25:41
60;B;27/03/2018 13:25:41
60;B;28/03/2018 13:25:41
60;B;29/03/2018 13:25:41
60;B;30/03/2018 13:25:41
60;B;31/03/2018 13:25:41
60;B;01/04/2018 13:25:41
60;B;02/04/2018 13:25:41
60;B;03/04/2018 13:25:41
60;B;04/04/2018 13:25:41
60;B;05/04/2018 13:25:41
60;B;06/04/2018 13:25:41
60;B;07/04/2018 13:25:41
60;B;08/04/2018 13:25:41
60;B;09/04/2018 13:25:41
60;B;10/04/2018 13:25:41
